classification_system,code,code_clean,description
icd-10-mc,S72.133R,S72133R,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.133S,S72133S,"Displaced apophyseal fracture of unspecified femur, sequela"
icd-10-mc,S72.134A,S72134A,"Nondisplaced apophyseal fracture of right femur, initial encounter for closed fracture"
icd-10-mc,S72.134B,S72134B,"Nondisplaced apophyseal fracture of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.134C,S72134C,"Nondisplaced apophyseal fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.134D,S72134D,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.134E,S72134E,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.134F,S72134F,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.134G,S72134G,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.134H,S72134H,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.134J,S72134J,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.134K,S72134K,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.134M,S72134M,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.134N,S72134N,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.134P,S72134P,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.134Q,S72134Q,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.134R,S72134R,"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.134S,S72134S,"Nondisplaced apophyseal fracture of right femur, sequela"
icd-10-mc,S72.135A,S72135A,"Nondisplaced apophyseal fracture of left femur, initial encounter for closed fracture"
icd-10-mc,S72.135B,S72135B,"Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.135C,S72135C,"Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.135D,S72135D,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.135E,S72135E,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.135F,S72135F,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.135G,S72135G,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.135H,S72135H,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.135J,S72135J,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.135K,S72135K,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.135M,S72135M,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.135N,S72135N,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.135P,S72135P,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.135Q,S72135Q,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.135R,S72135R,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.135S,S72135S,"Nondisplaced apophyseal fracture of left femur, sequela"
icd-10-mc,S72.136A,S72136A,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.136B,S72136B,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.136C,S72136C,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.136D,S72136D,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.136E,S72136E,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.136F,S72136F,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.136G,S72136G,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.136H,S72136H,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.136J,S72136J,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.136K,S72136K,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.136M,S72136M,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.136N,S72136N,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.136P,S72136P,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.136Q,S72136Q,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.136R,S72136R,"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.136S,S72136S,"Nondisplaced apophyseal fracture of unspecified femur, sequela"
icd-10-mc,S72.141A,S72141A,"Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture"
icd-10-mc,S72.141B,S72141B,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.141C,S72141C,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.141D,S72141D,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.141E,S72141E,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.141F,S72141F,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.141G,S72141G,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.141H,S72141H,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.141J,S72141J,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.141K,S72141K,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.141M,S72141M,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.141N,S72141N,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.141P,S72141P,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.141Q,S72141Q,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.141R,S72141R,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.141S,S72141S,"Displaced intertrochanteric fracture of right femur, sequela"
icd-10-mc,S72.142A,S72142A,"Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture"
icd-10-mc,S72.142B,S72142B,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.142C,S72142C,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.142D,S72142D,"Displaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.142E,S72142E,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.142F,S72142F,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.142G,S72142G,"Displaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.142H,S72142H,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.142J,S72142J,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.142K,S72142K,"Displaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.142M,S72142M,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.142N,S72142N,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.142P,S72142P,"Displaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.142Q,S72142Q,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.142R,S72142R,"Displaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.142S,S72142S,"Displaced intertrochanteric fracture of left femur, sequela"
icd-10-mc,S72.143A,S72143A,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.143B,S72143B,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.143C,S72143C,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.143D,S72143D,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.143E,S72143E,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.143F,S72143F,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.143G,S72143G,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.143H,S72143H,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.143J,S72143J,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.143K,S72143K,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.143M,S72143M,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.143N,S72143N,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.143P,S72143P,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.143Q,S72143Q,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.143R,S72143R,"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.143S,S72143S,"Displaced intertrochanteric fracture of unspecified femur, sequela"
icd-10-mc,S72.144A,S72144A,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for closed fracture"
icd-10-mc,S72.144B,S72144B,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.144C,S72144C,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.144D,S72144D,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.144E,S72144E,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.144F,S72144F,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.144G,S72144G,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.144H,S72144H,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.144J,S72144J,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.144K,S72144K,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.144M,S72144M,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.144N,S72144N,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.144P,S72144P,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.144Q,S72144Q,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.144R,S72144R,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.144S,S72144S,"Nondisplaced intertrochanteric fracture of right femur, sequela"
icd-10-mc,S72.145A,S72145A,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture"
icd-10-mc,S72.145B,S72145B,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.145C,S72145C,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.145D,S72145D,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.145E,S72145E,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.145F,S72145F,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.145G,S72145G,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.145H,S72145H,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.145J,S72145J,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.145K,S72145K,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.145M,S72145M,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.145N,S72145N,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.145P,S72145P,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.145Q,S72145Q,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.145R,S72145R,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.145S,S72145S,"Nondisplaced intertrochanteric fracture of left femur, sequela"
icd-10-mc,S72.146A,S72146A,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.146B,S72146B,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.146C,S72146C,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.146D,S72146D,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.146E,S72146E,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.146F,S72146F,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.146G,S72146G,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.146H,S72146H,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.146J,S72146J,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.146K,S72146K,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.146M,S72146M,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.146N,S72146N,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.146P,S72146P,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.146Q,S72146Q,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.146R,S72146R,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.146S,S72146S,"Nondisplaced intertrochanteric fracture of unspecified femur, sequela"
icd-10-mc,S72.21XA,S7221XA,"Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture"
icd-10-mc,S72.21XB,S7221XB,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.21XC,S7221XC,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.21XD,S7221XD,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.21XE,S7221XE,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.21XF,S7221XF,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.21XG,S7221XG,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.21XH,S7221XH,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.21XJ,S7221XJ,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.21XK,S7221XK,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.21XM,S7221XM,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.21XN,S7221XN,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.21XP,S7221XP,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.21XQ,S7221XQ,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.21XR,S7221XR,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.21XS,S7221XS,"Displaced subtrochanteric fracture of right femur, sequela"
icd-10-mc,S72.22XA,S7222XA,"Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture"
icd-10-mc,S72.22XB,S7222XB,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.22XC,S7222XC,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.22XD,S7222XD,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.22XE,S7222XE,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.22XF,S7222XF,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.22XG,S7222XG,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.22XH,S7222XH,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.22XJ,S7222XJ,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.22XK,S7222XK,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.22XM,S7222XM,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.22XN,S7222XN,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.22XP,S7222XP,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.22XQ,S7222XQ,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.22XR,S7222XR,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.22XS,S7222XS,"Displaced subtrochanteric fracture of left femur, sequela"
icd-10-mc,S72.23XA,S7223XA,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.23XB,S7223XB,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.23XC,S7223XC,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.23XD,S7223XD,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.23XE,S7223XE,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.23XF,S7223XF,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.23XG,S7223XG,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.23XH,S7223XH,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.23XJ,S7223XJ,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.23XK,S7223XK,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.23XM,S7223XM,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.23XN,S7223XN,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.23XP,S7223XP,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.23XQ,S7223XQ,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.23XR,S7223XR,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.23XS,S7223XS,"Displaced subtrochanteric fracture of unspecified femur, sequela"
icd-10-mc,S72.24XA,S7224XA,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for closed fracture"
icd-10-mc,S72.24XB,S7224XB,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.24XC,S7224XC,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.24XD,S7224XD,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.24XE,S7224XE,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.24XF,S7224XF,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.24XG,S7224XG,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.24XH,S7224XH,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.24XJ,S7224XJ,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.24XK,S7224XK,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.24XM,S7224XM,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.24XN,S7224XN,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.24XP,S7224XP,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.24XQ,S7224XQ,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.24XR,S7224XR,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.24XS,S7224XS,"Nondisplaced subtrochanteric fracture of right femur, sequela"
icd-10-mc,S72.25XA,S7225XA,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for closed fracture"
icd-10-mc,S72.25XB,S7225XB,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.25XC,S7225XC,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.25XD,S7225XD,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing"
